,TradingDate,BaseStockCode,BaseClosePrice,BaseColorID,ClosePrice,ColorID,StatusID,FirstTradingDate,DueDate,ExercisePrice,ConversionRate,RemainDays,AnnualizedSigma,PriceOfCall,PriceOfPut,ticker
11,2019-08-21 17:00:00,FPT,53000,-1,4800,1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,20,0.19870000000000002,32.3737,604.7915,CFPT1901
12,2019-08-20 17:00:00,FPT,53600,-1,4730,1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,21,0.19840000000000002,55.2119,506.2523,CFPT1901
13,2019-08-19 17:00:00,FPT,54000,1,4700,1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,22,0.19840000000000002,77.0835,446.7471,CFPT1901
14,2019-08-18 17:00:00,FPT,52400,1,4600,0,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,23,0.1963,24.4497,712.7362,CFPT1901
15,2019-08-15 17:00:00,FPT,52000,-1,4600,1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,26,0.1966,22.7359,786.8925,CFPT1901
16,2019-08-14 17:00:00,FPT,53000,1,4100,-1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,27,0.19640000000000002,50.8371,613.6171,CFPT1901
17,2019-08-13 17:00:00,FPT,53200,1,4110,1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,28,0.196,60.8425,582.2463,CFPT1901
18,2019-08-12 17:00:00,FPT,52500,1,3810,1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,29,0.1958,40.0997,700.1274,CFPT1901
19,2019-08-11 17:00:00,FPT,52300,1,3750,1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,30,0.1958,37.0037,735.6559,CFPT1901
20,2019-08-08 17:00:00,FPT,51100,1,3300,1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,33,0.19490000000000002,18.2622,952.7881,CFPT1901
21,2019-08-07 17:00:00,FPT,50300,1,3170,1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,34,0.19460000000000002,10.2605,1103.4112,CFPT1901
22,2019-08-06 17:00:00,FPT,49750,1,2940,1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,35,0.19460000000000002,6.9652,1208.7407,CFPT1901
23,2019-08-05 17:00:00,FPT,48950,-1,2780,-1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,36,0.194,3.6093,1364.0099,CFPT1901
24,2019-08-04 17:00:00,FPT,49000,1,2950,1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,37,0.19460000000000002,4.2656,1353.292,CFPT1901
25,2019-08-01 17:00:00,FPT,48800,1,2800,-1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,40,0.1956,4.8514,1389.7545,CFPT1901
26,2019-07-31 17:00:00,FPT,48350,-1,2900,0,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,41,0.1958,3.5776,1477.1071,CFPT1901
27,2019-07-30 17:00:00,FPT,48400,1,2900,-1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,42,0.1958,4.0891,1466.2447,CFPT1901
28,2019-07-29 17:00:00,FPT,47800,-1,2960,-1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,43,0.1962,2.6457,1583.4276,CFPT1901
29,2019-07-28 17:00:00,FPT,48600,-1,3060,-1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,44,0.19540000000000002,5.6386,1425.0474,CFPT1901
30,2019-07-25 17:00:00,FPT,48800,1,3290,-1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,47,0.19540000000000002,8.2072,1383.4963,CFPT1901
31,2019-07-24 17:00:00,FPT,48650,1,3350,1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,48,0.19540000000000002,7.8119,1411.7286,CFPT1901
32,2019-07-23 17:00:00,FPT,48600,-1,3300,0,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,49,0.1956,8.0751,1420.6191,CFPT1901
33,2019-07-22 17:00:00,FPT,48800,1,3300,1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,50,0.1968,10.3281,1381.4995,CFPT1901
34,2019-07-21 17:00:00,FPT,48350,1,3200,-1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,51,0.19690000000000002,7.9006,1467.6996,CFPT1901
35,2019-07-18 17:00:00,FPT,48200,1,3500,1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,54,0.19820000000000002,8.8216,1494.505,CFPT1901
36,2019-07-17 17:00:00,FPT,46800,-1,3060,-1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,55,0.1975,3.1234,1767.4356,CFPT1901
37,2019-07-16 17:00:00,FPT,47050,-1,3200,-1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,56,0.19740000000000002,4.0844,1717.025,CFPT1901
38,2019-07-15 17:00:00,FPT,47300,0,3500,-1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,57,0.2024,6.2524,1667.8217,CFPT1901
39,2019-07-14 17:00:00,FPT,47300,1,3600,-1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,58,0.20270000000000002,6.7005,1666.8985,CFPT1901
40,2019-07-11 17:00:00,FPT,47000,0,3700,-1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,61,0.20500000000000002,6.9172,1723.0031,CFPT1901
41,2019-07-10 17:00:00,FPT,47000,-1,3860,-1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,62,0.2051,7.3315,1722.047,CFPT1901
42,2019-07-09 17:00:00,FPT,47050,1,3950,1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,63,0.2058,8.1731,1711.5186,CFPT1901
43,2019-07-08 17:00:00,FPT,46750,1,3920,-1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,64,0.2081,7.5488,1769.5241,CFPT1901
44,2019-07-07 17:00:00,FPT,46300,-1,4000,-1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,65,0.2084,5.9178,1856.5231,CFPT1901
45,2019-07-04 17:00:00,FPT,46600,-1,4180,-1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,68,0.2097,8.7764,1795.2732,CFPT1901
46,2019-07-03 17:00:00,FPT,46950,1,4410,1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,69,0.21180000000000002,12.1207,1727.2482,CFPT1901
47,2019-07-02 17:00:00,FPT,46800,-1,4380,-1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,70,0.21430000000000002,12.3713,1756.13,CFPT1901
48,2019-07-01 17:00:00,FPT,46900,-1,5700,1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,71,0.2157,14.189,1736.5787,CFPT1901
49,2019-06-30 17:00:00,FPT,47100,1,4270,2,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,72,0.21960000000000002,18.1649,1699.1858,CFPT1901
50,2019-06-27 17:00:00,FPT,45500,1,2700,1,2,2019-06-27 17:00:00,2019-09-10 17:00:00,56000,5,75,0.217,7.5783,2004.4943,CFPT1901
0,2019-09-25 17:00:00,FPT,57700,1,12290,1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,4,0.2082,354.6875,9.166,CFPT1902
1,2019-09-24 17:00:00,FPT,57400,1,11800,1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,5,0.2082,308.2236,21.3219,CFPT1902
2,2019-09-23 17:00:00,FPT,56200,-1,11210,-1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,6,0.20720000000000002,144.4605,96.1788,CFPT1902
3,2019-09-22 17:00:00,FPT,56500,-1,12670,-1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,7,0.2073,190.853,81.1915,CFPT1902
4,2019-09-19 17:00:00,FPT,58200,1,13230,1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,10,0.2054,476.8353,23.0358,CFPT1902
5,2019-09-18 17:00:00,FPT,57800,1,12500,1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,11,0.2058,414.0756,38.8973,CFPT1902
6,2019-09-17 17:00:00,FPT,56400,-1,12000,-1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,12,0.2048,218.8183,122.261,CFPT1902
7,2019-09-16 17:00:00,FPT,57600,-1,12550,1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,13,0.2051,393.4175,55.4814,CFPT1902
8,2019-09-15 17:00:00,FPT,57700,1,11660,-1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,14,0.20520000000000002,415.1667,55.8519,CFPT1902
9,2019-09-12 17:00:00,FPT,56800,1,12540,1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,17,0.20470000000000002,303.1767,119.7275,CFPT1902
10,2019-09-11 17:00:00,FPT,56500,1,11500,1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,18,0.2051,272.117,147.2898,CFPT1902
11,2019-09-10 17:00:00,FPT,54100,1,9210,1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,19,0.20090000000000002,71.345,425.1405,CFPT1902
12,2019-09-09 17:00:00,FPT,54000,1,9100,1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,20,0.20140000000000002,71.1722,443.59,CFPT1902
13,2019-09-08 17:00:00,FPT,53800,1,8700,1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,21,0.2028,67.0199,478.0602,CFPT1902
14,2019-09-05 17:00:00,FPT,52900,1,8430,1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,24,0.2031,43.524,630.4335,CFPT1902
15,2019-09-04 17:00:00,FPT,52600,-1,8400,-1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,25,0.2031,37.5417,683.0744,CFPT1902
16,2019-09-03 17:00:00,FPT,53200,-1,8840,1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,26,0.20270000000000002,59.8598,584.0164,CFPT1902
17,2019-09-02 17:00:00,FPT,53700,1,8740,-1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,27,0.2024,85.2026,507.9827,CFPT1902
18,2019-08-29 17:00:00,FPT,53100,1,8780,1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,31,0.20220000000000002,71.3584,608.6349,CFPT1902
19,2019-08-28 17:00:00,FPT,52700,1,8600,1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,32,0.20220000000000002,58.8684,674.7693,CFPT1902
20,2019-08-27 17:00:00,FPT,52100,-1,8500,-1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,33,0.2019,42.3611,776.887,CFPT1902
21,2019-08-26 17:00:00,FPT,52800,-1,8800,-1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,34,0.20140000000000002,67.5058,660.6564,CFPT1902
22,2019-08-25 17:00:00,FPT,53700,-1,9400,1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,35,0.20070000000000002,112.6016,524.3772,CFPT1902
23,2019-08-22 17:00:00,FPT,54400,1,9280,-1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,38,0.2003,168.5169,436.1686,CFPT1902
24,2019-08-21 17:00:00,FPT,53000,-1,9400,0,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,39,0.19870000000000002,87.7273,634.0047,CFPT1902
25,2019-08-20 17:00:00,FPT,53600,-1,9400,1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,40,0.19840000000000002,121.3317,546.2349,CFPT1902
26,2019-08-19 17:00:00,FPT,54000,1,8970,1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,41,0.19840000000000002,149.4046,492.9342,CFPT1902
27,2019-08-18 17:00:00,FPT,52400,1,8600,-1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,42,0.1963,68.5402,730.6959,CFPT1902
28,2019-08-15 17:00:00,FPT,52000,-1,9990,1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,45,0.1966,61.5807,799.6161,CFPT1902
29,2019-08-14 17:00:00,FPT,53000,1,8000,1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,46,0.19640000000000002,105.1785,641.8406,CFPT1902
30,2019-08-13 17:00:00,FPT,53200,1,7900,1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,47,0.196,117.8972,613.1863,CFPT1902
31,2019-08-12 17:00:00,FPT,52500,1,7300,1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,48,0.1958,86.727,720.6437,CFPT1902
32,2019-08-11 17:00:00,FPT,52300,1,7100,1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,49,0.1958,80.8736,753.4176,CFPT1902
33,2019-08-08 17:00:00,FPT,51100,1,5850,1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,52,0.19490000000000002,46.8479,955.2752,CFPT1902
34,2019-08-07 17:00:00,FPT,50300,1,5500,1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,53,0.19460000000000002,30.5511,1097.6063,CFPT1902
35,2019-08-06 17:00:00,FPT,49750,1,5010,1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,54,0.19460000000000002,22.7631,1198.4464,CFPT1902
36,2019-08-05 17:00:00,FPT,48950,-1,4700,-1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,55,0.194,13.9586,1348.2708,CFPT1902
37,2019-08-04 17:00:00,FPT,49000,1,4990,1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,56,0.19460000000000002,15.4047,1338.3454,CFPT1902
38,2019-08-01 17:00:00,FPT,48800,1,4950,1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,59,0.1956,15.9756,1374.8032,CFPT1902
39,2019-07-31 17:00:00,FPT,48350,-1,4650,0,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,60,0.1958,12.5447,1460.0013,CFPT1902
40,2019-07-30 17:00:00,FPT,48400,1,4650,-1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,61,0.1958,13.5936,1449.6795,CFPT1902
41,2019-07-29 17:00:00,FPT,47800,-1,4760,-1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,62,0.1962,9.671,1564.3864,CFPT1902
42,2019-07-28 17:00:00,FPT,48600,-1,5120,-1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,63,0.19540000000000002,16.7072,1410.0528,CFPT1902
43,2019-07-25 17:00:00,FPT,48800,1,5170,1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,66,0.19540000000000002,21.2954,1370.5314,CFPT1902
44,2019-07-24 17:00:00,FPT,48650,1,5060,-1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,67,0.19540000000000002,20.2473,1398.1136,CFPT1902
45,2019-07-23 17:00:00,FPT,48600,-1,5170,0,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,68,0.1956,20.5201,1407.0169,CFPT1902
46,2019-07-22 17:00:00,FPT,48800,1,5170,1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,69,0.1968,24.5696,1369.697,CFPT1902
47,2019-07-21 17:00:00,FPT,48350,1,5050,0,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,70,0.19690000000000002,19.7245,1453.4833,CFPT1902
48,2019-07-18 17:00:00,FPT,48200,1,5050,1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,73,0.19820000000000002,20.8315,1480.4838,CFPT1902
49,2019-07-17 17:00:00,FPT,46800,-1,4740,-1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,74,0.1975,9.0989,1747.3831,CFPT1902
50,2019-07-16 17:00:00,FPT,47050,-1,4870,-1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,75,0.19740000000000002,11.0953,1698.0112,CFPT1902
51,2019-07-15 17:00:00,FPT,47300,0,5200,1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,76,0.2024,15.4191,1650.9668,CFPT1902
52,2019-07-14 17:00:00,FPT,47300,1,5090,1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,77,0.20270000000000002,16.1276,1650.3078,CFPT1902
53,2019-07-11 17:00:00,FPT,47000,0,5000,1,2,2019-07-11 17:00:00,2019-09-29 17:00:00,56000,5,80,0.20500000000000002,16.0916,1706.1688,CFPT1902
0,2019-12-25 17:00:00,FPT,57400,-1,12250,1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,4,0.2005,298.8427,13.3212,CFPT1903
1,2019-12-24 17:00:00,FPT,57500,1,11650,1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,5,0.20090000000000002,323.4137,16.512,CFPT1903
2,2019-12-23 17:00:00,FPT,56400,1,11500,1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,6,0.2003,164.4997,76.218,CFPT1903
3,2019-12-22 17:00:00,FPT,56100,-1,11330,-1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,7,0.2003,139.2628,109.6013,CFPT1903
4,2019-12-19 17:00:00,FPT,56500,1,11650,1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,10,0.2001,212.1262,98.3266,CFPT1903
5,2019-12-18 17:00:00,FPT,55800,1,10990,1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,11,0.20140000000000002,143.483,168.3047,CFPT1903
6,2019-12-17 17:00:00,FPT,55500,1,10760,-1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,12,0.20320000000000002,125.1345,208.5772,CFPT1903
7,2019-12-16 17:00:00,FPT,55400,-1,10800,-1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,13,0.2036,124.1139,226.1778,CFPT1903
8,2019-12-15 17:00:00,FPT,56500,-1,11930,-1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,14,0.2025,243.4698,124.155,CFPT1903
9,2019-12-12 17:00:00,FPT,57100,1,12270,1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,17,0.20220000000000002,341.4622,98.013,CFPT1903
10,2019-12-11 17:00:00,FPT,57000,1,12080,1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,18,0.2023,333.7737,108.9465,CFPT1903
11,2019-12-10 17:00:00,FPT,56500,1,11700,1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,19,0.2033,276.5258,150.3212,CFPT1903
12,2019-12-09 17:00:00,FPT,55500,1,10760,1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,20,0.2031,176.3646,248.7824,CFPT1903
13,2019-12-08 17:00:00,FPT,55300,1,10690,1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,21,0.20320000000000002,164.4888,275.5292,CFPT1903
14,2019-12-05 17:00:00,FPT,55000,1,10450,-1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,24,0.2034,155.9365,322.8459,CFPT1903
15,2019-12-04 17:00:00,FPT,54900,-1,10470,-1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,25,0.2034,153.1199,338.6526,CFPT1903
16,2019-12-03 17:00:00,FPT,55400,1,10490,1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,26,0.2081,205.7262,289.8827,CFPT1903
17,2019-12-02 17:00:00,FPT,54500,-1,9820,-1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,27,0.20750000000000002,137.8964,400.6765,CFPT1903
18,2019-12-01 17:00:00,FPT,54600,-1,11130,-1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,28,0.20750000000000002,149.5904,390.9942,CFPT1903
19,2019-11-28 17:00:00,FPT,56400,1,11900,1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,31,0.2048,331.7507,209.0272,CFPT1903
20,2019-11-27 17:00:00,FPT,56000,-1,11800,-1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,32,0.2048,291.7661,247.667,CFPT1903
21,2019-11-26 17:00:00,FPT,57000,-1,12510,-1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,33,0.20450000000000002,415.2359,169.7619,CFPT1903
22,2019-11-25 17:00:00,FPT,57100,1,12580,1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,34,0.20470000000000002,433.2904,166.4411,CFPT1903
23,2019-11-24 17:00:00,FPT,56600,1,12080,1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,35,0.2046,374.5554,206.331,CFPT1903
24,2019-11-21 17:00:00,FPT,56000,0,11900,1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,38,0.2044,319.2666,266.9184,CFPT1903
25,2019-11-20 17:00:00,FPT,56000,-1,11700,-1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,39,0.2044,323.7434,270.0208,CFPT1903
26,2019-11-19 17:00:00,FPT,56800,-1,12500,-1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,40,0.2039,420.8764,205.7795,CFPT1903
27,2019-11-18 17:00:00,FPT,58300,1,13600,1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,41,0.2024,631.5325,115.062,CFPT1903
28,2019-11-17 17:00:00,FPT,57500,-1,12460,-1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,42,0.202,518.9463,161.102,CFPT1903
29,2019-11-14 17:00:00,FPT,58600,1,14000,-1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,45,0.20140000000000002,691.7688,109.8042,CFPT1903
30,2019-11-13 17:00:00,FPT,58300,-1,14400,-1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,46,0.2015,649.8083,126.4705,CFPT1903
31,2019-11-12 17:00:00,FPT,60500,-1,16000,-1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,47,0.19840000000000002,1013.0294,48.3185,CFPT1903
32,2019-11-11 17:00:00,FPT,61000,1,16300,1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,48,0.1995,1106.3343,40.251,CFPT1903
33,2019-11-10 17:00:00,FPT,60000,1,15700,1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,49,0.1991,932.4114,64.9554,CFPT1903
34,2019-11-07 17:00:00,FPT,59600,1,15100,-1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,52,0.19920000000000002,874.4661,82.8934,CFPT1903
35,2019-11-06 17:00:00,FPT,59500,0,15400,0,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,53,0.1995,861.5164,88.5716,CFPT1903
36,2019-11-05 17:00:00,FPT,59500,-1,15400,1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,54,0.1998,865.1281,90.8115,CFPT1903
37,2019-11-04 17:00:00,FPT,59800,-1,15300,-1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,55,0.2008,919.2095,83.5216,CFPT1903
38,2019-11-03 17:00:00,FPT,59900,1,15420,1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,56,0.2008,939.0962,82.0368,CFPT1903
39,2019-10-31 17:00:00,FPT,58500,1,14200,1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,59,0.2008,726.0227,144.8502,CFPT1903
40,2019-10-30 17:00:00,FPT,57900,1,14070,1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,60,0.2006,641.7333,179.1899,CFPT1903
41,2019-10-29 17:00:00,FPT,57800,-1,13900,-1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,61,0.2006,631.2234,187.3093,CFPT1903
42,2019-10-28 17:00:00,FPT,57900,-1,14100,-1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,62,0.20070000000000002,648.9663,183.6817,CFPT1903
43,2019-10-27 17:00:00,FPT,58100,1,14200,1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,63,0.20170000000000002,682.5755,175.9211,CFPT1903
44,2019-10-24 17:00:00,FPT,58000,-1,13870,-1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,66,0.202,679.1824,188.4184,CFPT1903
45,2019-10-23 17:00:00,FPT,58200,1,14000,1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,67,0.2033,713.385,181.2513,CFPT1903
46,2019-10-22 17:00:00,FPT,56400,1,12810,1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,68,0.2011,476.6124,303.1092,CFPT1903
47,2019-10-21 17:00:00,FPT,56300,-1,12650,-1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,69,0.20170000000000002,469.5417,314.6691,CFPT1903
48,2019-10-20 17:00:00,FPT,56500,-1,12990,-1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,70,0.2016,496.3249,300.0837,CFPT1903
49,2019-10-17 17:00:00,FPT,57100,1,13700,1,2,2019-07-11 17:00:00,2019-12-29 17:00:00,56000,5,73,0.2013,580.2936,259.9458,CFPT1903
