ticker,stock,issuer,cw_issuer,type,exercise_type,exercise_method,term,issue_date,listing_date,first_trade_date,last_trade_date,maturity_date,conversion_ratio,adjusted_conversion_ratio,issue_price,exercise_price,adjusted_exercise_price,listed_volume,circulating_volume,listing_change
CFPT2005,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán VNDIRECT (VND),Mua,Châu Âu,Thanh Toán Tiền,3 tháng,2020-01-04,2020-04-23,2020-04-27,2020-06-29,2020-01-07,0.8539 : 1,0.8539 : 1,2900,41839,41839,1000000,1000000,16.35
CFPT2006,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán Thành phố Hồ Chí Minh (HCM),Mua,Châu Âu,Thanh Toán Tiền,6 tháng,2020-04-29,2020-12-06,2020-06-16,2020-10-27,2020-10-29,4.1807 : 1,4.1807 : 1,1500,43457,43457,5000000,5000000,62.19
CFPT2007,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán MB (MBS),Mua,Châu Âu,Thanh Toán Tiền,4 tháng,2020-06-24,2020-10-07,2020-07-14,2020-10-21,2020-10-23,4.8954 : 1,4.8954 : 1,1690,42590,42590,3000000,3000000,15.34
CFPT2008,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán Thành phố Hồ Chí Minh (HCM),Mua,Châu Âu,Thanh Toán Tiền,6 tháng,2020-07-14,2020-06-08,2020-10-08,2021-12-01,2021-01-14,4.8954 : 1,4.8954 : 1,1500,46996,46996,5000000,5000000,135.66
CFPT2009,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán MB (MBS),Mua,Châu Âu,Thanh Toán Tiền,3.5 tháng,2020-03-09,2020-09-21,2020-09-23,2020-12-16,2020-12-18,3 : 1,,2480,46800,,3000000,3000000,34.38
CFPT2010,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán VNDIRECT (VND),Mua,Châu Âu,Thanh Toán Tiền,6 tháng,2020-09-30,2020-10-20,2020-10-22,2021-03-26,2021-03-30,1 : 1,,7900,52000,,1000000,1000000,195.85
CFPT2011,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán Thành phố Hồ Chí Minh (HCM),Mua,Châu Âu,Thanh Toán Tiền,6 tháng,2020-01-10,2020-10-23,2020-10-27,2021-03-30,2021-01-04,5 : 1,,1700,48000,,5000000,5000000,216.85
CFPT2012,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán Thành phố Hồ Chí Minh (HCM),Mua,Châu Âu,Thanh Toán Tiền,7 tháng,2020-01-10,2020-10-23,2020-10-27,2021-04-30,2021-04-05,5 : 1,,1500,51000,,5000000,5000000,285.35
CFPT2101,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán MB (MBS),Mua,Châu Âu,Thanh Toán Tiền,5 tháng,2021-05-02,2021-03-03,2021-05-03,2021-01-07,2021-05-07,5.1665 : 1,5.1665 : 1,1500,64151,64151,2000000,2000000,137.73
CFPT2102,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán Vietcap (VCI),Mua,Châu Âu,Thanh Toán Tiền,6 tháng,2021-09-07,2021-07-30,2021-03-08,2022-06-01,2022-10-01,4.9474 : 1,4.9474 : 1,4000,89053,89053,1000000,1000000,-80.12
CFPT2103,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán Thành phố Hồ Chí Minh (HCM),Mua,Châu Âu,Thanh Toán Tiền,6 tháng,2021-07-07,2021-03-08,2021-05-08,2022-05-01,2022-07-01,4.9474 : 1,4.9474 : 1,3000,98947,98947,5000000,5000000,-97.44
CFPT2104,,CTCP FPT (HOSE: FPT),Công ty TNHH Chứng khoán ACB (ACBS),Mua,Châu Âu,Thanh Toán Tiền,4 tháng,2021-04-08,2021-08-20,2021-08-24,2021-02-12,2021-06-12,9.89 : 1,,3000,79158,,7000000,7000000,-35.99
CFPT2105,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán SSI (SSI),Mua,Châu Âu,Thanh Toán Tiền,5 tháng,2021-06-08,2021-08-25,2021-08-27,2022-04-01,2022-06-01,4.95 : 1,,3500,85095,,18000000,18000000,-51.64
CFPT2106,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán MB (MBS),Mua,Châu Âu,Thanh Toán Tiền,4.5 tháng,2021-08-27,2021-09-15,2021-09-17,2022-06-01,2022-10-01,8 : 1,,2650,89300,,2000000,2000000,-81.68
CFPT2107,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán VNDIRECT (VND),Mua,Châu Âu,Thanh Toán Tiền,4 tháng,2021-09-28,2021-10-15,2021-10-19,2022-01-24,2022-01-26,12 : 1,,1500,98000,,6000000,6000000,-99.38
CFPT2108,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán VNDIRECT (VND),Mua,Châu Âu,Thanh Toán Tiền,9 tháng,2021-06-10,2021-10-22,2021-10-26,2022-04-07,2022-06-07,4.9527 : 1,4.9527 : 1,3280,88187,88187,1500000,1500000,-94.09
CFPT2109,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán Thành phố Hồ Chí Minh (HCM),Mua,Châu Âu,Thanh Toán Tiền,6 tháng,2021-08-10,2021-10-27,2021-10-29,2022-06-04,2022-08-04,8 : 1,,1900,96000,,10000000,10000000,-10.15
CFPT2110,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán SSI (SSI),Mua,Châu Âu,Thanh Toán Tiền,4 tháng,2021-01-11,2021-11-22,2021-11-24,2022-02-25,2022-01-03,5 : 1,,2400,105000,,17000000,17000000,-99.58
CFPT2111,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán Vietcap (VCI),Mua,Châu Âu,Thanh Toán Tiền,6 tháng,2021-11-23,2021-12-20,2021-12-22,2022-05-20,2022-05-24,5 : 1,,1990,106000,,3000000,3000000,-98.49
CFPT2201,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán Thành phố Hồ Chí Minh (HCM),Mua,Châu Âu,Thanh Toán Tiền,9 tháng,2021-12-20,2022-10-01,2022-12-01,2022-09-16,2022-09-20,6.5277 : 1,6.5277 : 1,2100,86493,86493,7000000,7000000,-99.19
CFPT2202,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán MB (MBS),Mua,Châu Âu,Thanh Toán Tiền,4.5 tháng,2022-09-02,2022-02-25,2022-01-03,2022-06-22,2022-06-24,8.2546 : 1,8.2546 : 1,1700,74043,74043,5000000,5000000,-11.41
CFPT2203,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán VNDIRECT (VND),Mua,Châu Âu,Thanh Toán Tiền,5 tháng,2022-01-03,2022-03-17,2022-03-21,2022-07-28,2022-01-08,3.3018 : 1,3.3018 : 1,3800,78418,78418,7500000,7500000,-59.26
CFPT2204,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán MB (MBS),Mua,Châu Âu,Thanh Toán Tiền,6 tháng,2022-07-06,2022-06-07,2022-08-07,2022-05-12,2022-07-12,8.1552 : 1,8.1552 : 1,2900,86492,86492,5000000,5000000,-99.22
CFPT2205,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán Vietcap (VCI),Mua,Châu Âu,Thanh Toán Tiền,6 tháng,2022-12-07,2022-07-29,2022-02-08,2023-11-01,2023-01-13,5.9310 : 1,5.9310 : 1,1000,91931,91931,4000000,4000000,-99.01
CFPT2206,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán VNDIRECT (VND),Mua,Châu Âu,Thanh Toán Tiền,4.5 tháng,2022-07-26,2022-08-16,2022-08-18,2022-08-12,2022-12-12,4.9425 : 1,4.9425 : 1,1000,90943,90943,3000000,3000000,-98.25
CFPT2207,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán VNDIRECT (VND),Mua,Châu Âu,Thanh Toán Tiền,4.5 tháng,2022-07-26,2022-08-16,2022-08-18,2022-08-12,2022-12-12,5.9310 : 1,5.9310 : 1,3000,74138,74138,4000000,4000000,-86.98
CFPT2208,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán SSI (SSI),Mua,Châu Âu,Thanh Toán Tiền,4 tháng,2022-08-31,2022-09-20,2022-09-22,2022-12-30,2023-03-01,4 : 1,,3950,85000,,8000000,8000000,-99.73
CFPT2209,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán SSI (SSI),Mua,Châu Âu,Thanh Toán Tiền,7 tháng,2022-08-31,2022-09-20,2022-09-22,2023-03-29,2023-03-31,10 : 1,,1850,88000,,15000000,15000000,-99.43
CFPT2210,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán SSI (SSI),Mua,Châu Âu,Thanh Toán Tiền,12 tháng,2022-08-31,2022-09-20,2022-09-22,2023-08-29,2023-08-31,8.4983 : 1,8.4983 : 1,2350,76485,76485,11000000,11000000,-24.11
CFPT2211,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán Thành phố Hồ Chí Minh (HCM),Mua,Châu Âu,Thanh Toán Tiền,6 tháng,2022-08-30,2022-09-23,2022-09-27,2023-02-28,2023-02-03,10 : 1,,1500,85000,,7000000,7000000,-96.43
CFPT2212,,CTCP FPT (HOSE: FPT),Công ty TNHH Chứng khoán ACB (ACBS),Mua,Châu Âu,Thanh Toán Tiền,8 tháng,2022-06-10,2022-10-24,2022-10-26,2023-02-06,2023-06-06,10 : 1,,1870,70000,,8000000,8000000,-20.79
CFPT2301,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán BIDV (BSI),Mua,Châu Âu,Thanh Toán Tiền,6 tháng,2022-12-27,2023-01-31,2023-02-02,2023-06-23,2023-06-27,6 : 1,,2240,84000,,1500000,1500000,-78.81
CFPT2302,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán MB (MBS),Mua,Châu Âu,Thanh Toán Tiền,6 tháng,2023-02-16,2023-07-03,2023-09-03,2023-08-14,2023-08-16,8.5977 : 1,8.5977 : 1,2300,73080,73080,4000000,4000000,-53.98
CFPT2303,,CTCP FPT (HOSE: FPT),Công ty TNHH Chứng khoán ACB (ACBS),Mua,Châu Âu,Thanh Toán Tiền,9 tháng,2023-09-02,2023-09-03,2023-03-13,2023-07-11,2023-09-11,8.4983 : 1,8.4983 : 1,1510,73085,73085,8000000,8000000,-0.2
CFPT2304,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán VNDIRECT (VND),Mua,Châu Âu,Thanh Toán Tiền,5 tháng,2023-07-17,2023-02-08,2023-04-08,2023-12-14,2023-12-18,9.8844 : 1,9.8844 : 1,2700,71168,71168,10000000,10000000,-18.09
CFPT2305,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán VNDIRECT (VND),Mua,Châu Âu,Thanh Toán Tiền,9 tháng,2023-07-17,2023-02-08,2023-04-08,2024-04-15,2024-04-17,9.8844 : 1,9.8844 : 1,4000,67214,67214,2000000,2000000,3.98
CFPT2306,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán SSI (SSI),Mua,Châu Âu,Thanh Toán Tiền,4 tháng,2023-04-08,2023-08-22,2023-08-24,2023-11-30,2023-04-12,7.91 : 1,,1700,78087,,10000000,10000000,-9.09
CFPT2307,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán SSI (SSI),Mua,Châu Âu,Thanh Toán Tiền,6 tháng,2023-04-08,2023-08-22,2023-08-24,2024-01-29,2024-01-31,7.91 : 1,,1900,79075,,10000000,10000000,4.57
CFPT2308,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán Thành phố Hồ Chí Minh (HCM),Mua,Châu Âu,Thanh Toán Tiền,6 tháng,2023-07-24,2023-08-23,2023-08-25,2024-01-22,2024-01-24,7.91 : 1,,1400,80064,,7000000,7000000,25.79
CFPT2309,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán Thành phố Hồ Chí Minh (HCM),Mua,Châu Âu,Thanh Toán Tiền,9 tháng,2023-04-08,2023-08-23,2023-08-25,2024-02-05,2024-06-05,7.91 : 1,,2000,80064,,5000000,5000000,156.42
CFPT2310,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán Thành phố Hồ Chí Minh (HCM),Mua,Châu Âu,Thanh Toán Tiền,12 tháng,2023-04-08,2023-08-23,2023-08-25,2024-01-08,2024-05-08,6.8301 : 1,6.8301 : 1,2000,72975,72975,5000000,5000000,214.5
CFPT2311,,CTCP FPT (HOSE: FPT),Công ty TNHH Chứng khoán ACB (ACBS),Mua,Châu Âu,Thanh Toán Tiền,7 tháng,2023-08-18,2023-08-09,2023-12-09,2024-03-14,2024-03-18,9.88 : 1,,1200,88960,,10000000,10000000,100.72
CFPT2312,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán Vietcap (VCI),Mua,Châu Âu,Thanh Toán Tiền,6 tháng,2023-11-08,2023-09-13,2023-09-15,2024-02-13,2024-02-15,4.94 : 1,,1650,91529,,5000000,5000000,26.32
CFPT2401,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán Thành phố Hồ Chí Minh (HCM),Mua,Châu Âu,Thanh Toán Tiền,6 tháng,2024-06-06,2024-03-07,2024-05-07,2024-04-12,2024-06-12,8.5702 : 1,8.5702 : 1,1500,123908,123908,7000000,7000000,30.29
CFPT2402,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán SSI (SSI),Mua,Châu Âu,Thanh Toán Tiền,9 tháng,2024-10-28,2024-11-18,2024-11-20,2025-07-24,2025-07-28,3.9723 : 1,3.9723 : 1,6300,134064,134064,6000000,6000000,15.92
CFPT2403,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán SSI (SSI),Mua,Châu Âu,Thanh Toán Tiền,6 tháng,2024-10-28,2024-11-18,2024-11-20,2025-04-24,2025-04-28,3.9723 : 1,3.9723 : 1,5100,134064,134064,6000000,6000000,0.3
CFPT2404,,CTCP FPT (HOSE: FPT),Công ty TNHH Chứng khoán ACB (ACBS),Mua,Châu Âu,Thanh Toán Tiền,12 tháng,2024-04-11,2024-05-12,2024-09-12,2025-10-31,2025-04-11,14.90 : 1,,2600,120161,,12000000,12000000,14.24
CFPT2405,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán MB (MBS),Mua,Châu Âu,Thanh Toán Tiền,9 tháng,2024-11-14,2024-12-12,2024-12-16,2025-12-08,2025-08-14,9.93 : 1,,2900,134064,,2000000,2000000,-6.9
CFPT2406,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán KIS Việt Nam (KIS),Mua,Châu Âu,Thanh Toán Tiền,4 tháng,2024-11-28,2024-12-24,2024-12-26,2025-03-26,2025-03-28,24.83 : 1,,1000,147658,,1000000,1000000,-28.57
CFPT2407,,CTCP FPT (HOSE: FPT),CTCP Chứng khoán KIS Việt Nam (KIS),Mua,Châu Âu,Thanh Toán Tiền,7 tháng,2024-11-28,2024-12-24,2024-12-26,2025-06-26,2025-06-30,24.83 : 1,,1000,158692,,1000000,1000000,-37.5
